date,location,name,organization,type of death,url
"June 17, 2014","Metallist, Ukraine",Igor Kornelyuk,VGTRK,Crossfire,https://cpj.org/data/people/igor-kornelyuk/index.php
"September 13, 2008","Mosul, Iraq",Ihab Mu'd,Al-Sharqiya,Murder,https://cpj.org/data/people/ihab-mud/index.php
"July 12, 2012","Damascus, Syria",Ihsan al-Buni,Al-Thawra,Murder,https://cpj.org/data/people/ihsan-al-buni/index.php
"February 28, 1999","southern Lebanon, Lebanon",Ilan Roeh,Israel Radio,Crossfire,https://cpj.org/data/people/ilan-roeh/index.php
"March 20, 1994","Mogadishu, Somalia",Ilaria Alpi,RAI-3 Television,Murder,https://cpj.org/data/people/ilaria-alpi/index.php
"July 12, 2002","Jenin, Israel and the Occupied Palestinian Territory",Imad Abu Zahra,freelance,Crossfire,https://cpj.org/data/people/imad-abu-zahra/index.php
"January 10, 2013","Quetta, Pakistan",Imran Shaikh,Samaa TV,Dangerous Assignment,https://cpj.org/data/people/imran-shaikh/index.php
"December 18, 1999","Colombo, Sri Lanka",Indika Pathinivasan,Maharaja Television Network,Dangerous Assignment,https://cpj.org/data/people/indika-pathinivasan/index.php
"August 28, 2014","Quetta, Pakistan",Irshad Mastoi,"Online International News Network, ARY News",Murder,https://cpj.org/data/people/irshad-mastoi/index.php
"November 27, 2007","Kilinochchi, Sri Lanka",Isaivizhi Chempiyan,Voice of Tigers,Crossfire,https://cpj.org/data/people/isaivizhi-chempiyan/index.php
"June 3, 1997","Allentown, Sierra Leone",Ishmael Jalloh,Freelancer,Crossfire,https://cpj.org/data/people/ishmael-jalloh/index.php
"May 6, 1992","Magdalena Medio, Colombia",Ismael Jaimes,La Opinion,Murder,https://cpj.org/data/people/ismael-jaimes/index.php
"August 7, 2006","Baghdad, Iraq",Ismail Amin Ali,freelance,Murder,https://cpj.org/data/people/ismail-amin-ali/index.php
"November 10, 2015","Lagoa de Itaenga, Brazil",Israel Gonçalves Silva,Rádio Itaenga FM,Murder,https://cpj.org/data/people/israel-goncalves-silva/index.php
"January 31, 2013","Arbin, Syria",Issam Obeid,Freelance,Crossfire,https://cpj.org/data/people/issam-obeid/index.php
"September 22, 2002","Ramallah, Israel and the Occupied Palestinian Territory",Issam Tillawi,Voice of Palestine,Dangerous Assignment,https://cpj.org/data/people/issam-tillawi/index.php
"November 13, 2015","Governador Nunes Freire, Brazil",Ítalo Eduardo Diniz Barros,Blog Ítalo Diniz,Murder,https://cpj.org/data/people/italo-eduardo-diniz-barros/index.php
"August 17, 1995","Puerto Rondón, Colombia",Ivan Darío Pelayo,Llanorámica,Murder,https://cpj.org/data/people/ivan-dario-pelayo/index.php
"March 2, 2007","Moscow, Russia",Ivan Safronov,Kommersant,Murder,https://cpj.org/data/people/ivan-safronov/index.php
"October 23, 2008","Zagreb, Croatia",Ivo Pukanic,Nacional,Murder,https://cpj.org/data/people/ivo-pukanic/index.php
"June 17, 1992","Sarajevo, Bosnia",Ivo Standeker,Mladina,Crossfire,https://cpj.org/data/people/ivo-standeker/index.php
"March 23, 1992","Cizre, Turkey",Izzet Kezer,Sabah,Dangerous Assignment,https://cpj.org/data/people/izzet-kezer/index.php
"November 19, 1997","Hyderabad, India",Jagadish Babu,Eenadu Television (E-TV),Dangerous Assignment,https://cpj.org/data/people/jagadish-babu/index.php
"June 8, 2015","Shahjahanpur district, Uttar Pradesh, India",Jagendra Singh,Freelance,Murder,https://cpj.org/data/people/jagendra-singh/index.php
"August 13, 1999","Bogotá, Colombia",Jaime Garzón,"Radionet, Caracol Noticias",Murder,https://cpj.org/data/people/jaime-garzon/index.php
"April 29, 2003","Maicao, Colombia",Jaime Rengifo Revero,Olímpica Radio,Murder,https://cpj.org/data/people/jaime-rengifo-revero/index.php
"November 20, 1997","Armenia, Colombia",Jairo Elías Márquez Gallego,El Marqués,Murder,https://cpj.org/data/people/jairo-elias-marquez-gallego/index.php
"July 15, 2015","Mosul, Iraq",Jalaa al-Abadi,Nineveh Reporters Network,Murder,https://cpj.org/data/people/jalaa-al-abadi/index.php
"December 23, 2013","Tikrit, Iraq",Jamal Abdul-Nasser Sami,Salaheddin TV,Murder,https://cpj.org/data/people/jamal-abdul-nasser-sami/index.php
"March 18, 2011","Sana’a, Yemen",Jamal al-Sharaabi,Al-Masdar,Dangerous Assignment,https://cpj.org/data/people/jamal-al-sharaabi/index.php
"February 24, 2007","Baghdad, Iraq",Jamal al-Zubaidi,As-Saffir and Al-Dustour,Murder,https://cpj.org/data/people/jamal-al-zubaidi/index.php
"April 1, 2015","Yarmouk, Damascus, Syria",Jamal Khalifeh,Freelance,Crossfire,https://cpj.org/data/people/jamal-khalifeh/index.php
"October 2, 2018","Saudi Arabian Consulate, Istanbul, Turkey, Saudi Arabia",Jamal Khashoggi,The Washington Post,Murder,https://cpj.org/data/people/jamal-khashoggi/index.php
"June 15, 2012","Kashipur, Bangladesh",Jamal Uddin,Gramer Kagoj,Murder,https://cpj.org/data/people/jamal-uddin/index.php
"May 29, 2006","Baghdad, Iraq",James Brolan,CBS,Crossfire,https://cpj.org/data/people/james-brolan/index.php
August 2014,"Unknown, Syria",James Foley,Freelance,Murder,https://cpj.org/data/people/james-foley/index.php
"May 2, 2003","Rafah, Israel and the Occupied Palestinian Territory",James Miller,freelance,Crossfire,https://cpj.org/data/people/james-miller/index.php
"January 8, 1999","Freetown, Sierra Leone",James Ogogo,Concord Times,Murder,https://cpj.org/data/people/james-ogogo/index.php
"June 24, 2010","Kandahar, Afghanistan",James P. Hunter,"Fort Campbell Courier, U.S. military publications",Crossfire,https://cpj.org/data/people/james-p-hunter/index.php
"December, 1992","Dushanbe, Tajikistan",Jamshed Davliyatmamatov,Khovar Information Agency,Murder,https://cpj.org/data/people/jamshed-davliyatmamatov/index.php
"Between February 22 and 25, 2018","Velká Mača, Slovakia",Ján Kuciak,Aktuality,Murder,https://cpj.org/data/people/jan-kuciak/index.php
"August 24, 2009","Jamrud, Pakistan",Janullah Hashimzada,freelance,Murder,https://cpj.org/data/people/janullah-hashimzada/index.php
"September 27, 2008","Don Chedi district, Thailand",Jaruek Rangcharoen,Matichon,Murder,https://cpj.org/data/people/jaruek-rangcharoen/index.php
"April 25, 2008","Al-Qurna, Iraq",Jassim al-Batat,Al-Nakhil TV and Radio,Murder,https://cpj.org/data/people/jassim-al-batat/index.php
"August 13, 2008","Srinagar, India",Javed Ahmed Mir,Channel 9,Dangerous Assignment,https://cpj.org/data/people/javed-ahmed-mir/index.php
"July 3, 2007","Islamabad, Pakistan",Javed Khan,Markaz and DM Digital TV,Dangerous Assignment,https://cpj.org/data/people/javed-khan/index.php
November 2011,"Khuzdar, Pakistan",Javed Naseer Rind,Daily Tawar,Murder,https://cpj.org/data/people/javed-naseer-rind/index.php
"May 15, 2017","Culiacán, Sinaloa, Mexico",Javier Valdez Cárdenas,Ríodoce,Murder,https://cpj.org/data/people/javier-valdez-cardenas/index.php
"January 7, 2015","Paris, France",Jean Cabut (Cabu),Charlie Hebdo,Murder,https://cpj.org/data/people/jean-cabut-cabu/index.php
"October 21, 2003","Abidjan, Ivory Coast",Jean Hélène,Radio France Internationale,Murder,https://cpj.org/data/people/jean-helene/index.php
"April 3, 2000","Port-au-Prince, Haiti",Jean Léopold Dominique,Radio Haïti Inter,Murder,https://cpj.org/data/people/jean-leopold-dominique/index.php
"June 18, 1993","Mogadishu, Somalia",Jean-Claude Jumel,TF-1,Crossfire,https://cpj.org/data/people/jean-claude-jumel/index.php
"June 26, 2010","Kigali, Rwanda",Jean-Léonard Rugambage,Umuvugizi,Murder,https://cpj.org/data/people/jean-leonard-rugambage/index.php
"January 19, 2007","Port-au-Prince, Haiti",Jean-Rémy Badio,freelance,Murder,https://cpj.org/data/people/jean-remy-badio/index.php
"January 17, 2018","Goiás, Brazil",Jefferson Pureza Lopes,Beira Rio FM,Murder,https://cpj.org/data/people/jefferson-pureza-lopes/index.php
"January 9, 1999","Freetown, Sierra Leone","Jenner ""J.C."" Cole",SKY-FM,Murder,https://cpj.org/data/people/jenner-jc-cole/index.php
"November 23, 2009","Ampatuan, Philippines",Jepon Cadagdagon,Saksi News,Murder,https://cpj.org/data/people/jepon-cadagdagon/index.php
"July 6, 2003","Fallujah, Iraq",Jeremy Little,NBC News,Crossfire,https://cpj.org/data/people/jeremy-little/index.php
"May 31, 2005","Mosul, Iraq",Jerges Mahmood Mohamad Suleiman,Nineveh TV,Murder,https://cpj.org/data/people/jerges-mahmood-mohamad-suleiman/index.php
"October 2, 2016","Sirte, Libya",Jeroen Oerlemans,Freelance,Crossfire,https://cpj.org/data/people/jeroen-oerlemans/index.php
"January 28, 1994","Cucuta, Colombia",Jessé Medina Parra,El Fogonazo,Murder,https://cpj.org/data/people/jesse-medina-parra/index.php
"May 22, 1997","Chilpancingo, Mexico",Jesús Abel Bueno León,7 Días,Murder,https://cpj.org/data/people/jesus-abel-bueno-leon/index.php
"November 23, 2009","Ampatuan, Philippines",Jhoy Duhay,Gold Star Daily,Murder,https://cpj.org/data/people/jhoy-duhay/index.php
"January 12, 2002","Kampala, Uganda",Jimmy Higenyi,United Media Consultants and Trainers,Dangerous Assignment,https://cpj.org/data/people/jimmy-higenyi/index.php
"February 19, 1994","Vitória da Conquista, Brazil",Joao Alberto Ferreira Souto,Jornal do Estado,Murder,https://cpj.org/data/people/joao-alberto-ferreira-souto/index.php
"July 24, 2016","Santo Antônio do Descoberto, Brazil",João Miranda do Carmo,SAD Sem Censura,Murder,https://cpj.org/data/people/joao-miranda-do-carmo/index.php
"March 13, 2017","Milagros, Masbate, Philippines",Joaquin Briones,Remate,Murder,https://cpj.org/data/people/joaquin-briones/index.php
"November 29, 2013","Valencia City, Philippines",Joas Dignos,DXGT Radio,Murder,https://cpj.org/data/people/joas-dignos/index.php
"January 10, 1995","Chervlyonna, Russia",Jochen Piest,Stern,Crossfire,https://cpj.org/data/people/jochen-piest/index.php
"November 23, 2009","Ampatuan, Philippines",Joel Parcon,Prontiera News,Murder,https://cpj.org/data/people/joel-parcon/index.php
"November 11, 2001","Takhar Province, Afghanistan",Johanne Sutton,Radio France Internationale,Crossfire,https://cpj.org/data/people/johanne-sutton/index.php
"November 23, 2009","Ampatuan, Philippines",John Caniban,Periodico Ini,Murder,https://cpj.org/data/people/john-caniban/index.php
"April 30, 2015","Eldoret, Kenya",John Kituyi,Mirror Weekly,Murder,https://cpj.org/data/people/john-kituyi/index.php
"June 28, 2018","Annapolis, Maryland, USA",John McNamara,Capital Gazette,Murder,https://cpj.org/data/people/john-mcnamara/index.php
"August 9, 1995","Virginmost, Croatia",John Schofield,BBC,Crossfire,https://cpj.org/data/people/john-schofield/index.php
"June 3, 2009","Taytay Town, Philippines",Jojo Trajano,Remate,Dangerous Assignment,https://cpj.org/data/people/jojo-trajano/index.php
"November 23, 2009","Ampatuan, Philippines",Jolito Evardo,UNTV,Murder,https://cpj.org/data/people/jolito-evardo/index.php
"October 27, 2015","Aleppo, Syria",Jomaa Al-Ahmad (Abu al-Nour al-Halabi),Shahba Press Agency,Crossfire,https://cpj.org/data/people/jomaa-al-ahmad-abu-al-nour-al-halabi/index.php
"May 17, 1992","Sarajevo, Bosnia",Jordi Pujol,Avui,Crossfire,https://cpj.org/data/people/jordi-pujol/index.php
"April 5, 2006","Caracas, Venezuela",Jorge Aguirre,Cadena Capriles (El Mundo),Murder,https://cpj.org/data/people/jorge-aguirre/index.php
"July 8, 2001","Buenaventura, Colombia",Jorge Enrique Urbano Sánchez,Mar Estéreo,Murder,https://cpj.org/data/people/jorge-enrique-urbano-sanchez/index.php
"April 11, 2002","Caracas, Venezuela",Jorge Ibraín Tortoza Cruz,2001,Dangerous Assignment,https://cpj.org/data/people/jorge-ibrain-tortoza-cruz/index.php
"June 5, 1997","Jocotán, Guatemala",Jorge Luis Marroquín Sagastume,Sol Chortí,Murder,https://cpj.org/data/people/jorge-luis-marroquin-sagastume/index.php
"June 6, 1994","Morelos, Mexico",Jorge Martín Dorantes,El Crucero,Murder,https://cpj.org/data/people/jorge-martin-dorantes/index.php
"September 5, 2001","Puerto Barrios, Guatemala",Jorge Mynor Alegría Armendáriz,Radio Amatique,Murder,https://cpj.org/data/people/jorge-mynor-alegria-armendariz/index.php
"August 2, 2011","La Romana, Dominican Republic",José Agustín Silvestre de los Santos,"La Voz de la Verdad, Caña TV",Murder,https://cpj.org/data/people/jose-agustin-silvestre-de-los-santos/index.php
"November 13, 2008","Ciudad Juárez, Mexico",José Armando Rodríguez Carreón,El Diario de Ciudad Juárez,Murder,https://cpj.org/data/people/armando-rodriguez/index.php
"July 1, 2005","Carpina, Pernambuco state, Brazil",José Cândido de Amorim Filho,Rádio Alternativa,Murder,https://cpj.org/data/people/jose-candido-de-amorim-filho/index.php
"April 24, 2004","Timbaúba, Brazil",José Carlos Araújo,Rádio Timbaúba FM,Murder,https://cpj.org/data/people/jose-carlos-araujo/index.php
"March 10, 1998","Ouro Preto do Oeste, Brazil",José Carlos Mesquita,TV Ouro Verde,Murder,https://cpj.org/data/people/jose-carlos-mesquita/index.php
"April 8, 2003","Baghdad, Iraq",José Couso,Telecinco,Crossfire,https://cpj.org/data/people/jose-couso/index.php
"July 6, 2001","Florencia, Colombia",José Duviel Vásquez Arias,La Voz de la Selva,Murder,https://cpj.org/data/people/jose-duviel-vasquez-arias/index.php
"April 6, 2003","Barrancabermeja, Colombia",José Emeterio Rivas,Radio Calor Estéreo,Murder,https://cpj.org/data/people/jose-emeterio-rivas/index.php
"April 29, 2009","Patía, Colombia",José Everardo Aguilar,Radio Súper and Bolívar Estéreo,Murder,https://cpj.org/data/people/jose-everardo-aguilar/index.php
"January 25, 1997","Pinamar, Argentina",José Luis Cabezas,Noticias,Murder,https://cpj.org/data/people/jose-luis-cabezas/index.php
"May 7, 2000","Andoain, Spain",José Luis López de la Calle,El Mundo,Murder,https://cpj.org/data/people/jose-luis-lopez-de-la-calle/index.php
"February 19, 2001","Ojinaga, Mexico",José Luis Ortega Mata,Semanario de Ojinaga,Murder,https://cpj.org/data/people/jose-luis-ortega-mata/index.php
"May 1, 1993","Benguel, Angola",Jose Manuel,Benguela Province Radio,Murder,https://cpj.org/data/people/jose-manuel/index.php
"May 1, 1993","Benguel, Angola",Jose Maria dos Santos,Radio Morena,Murder,https://cpj.org/data/people/jose-maria-dos-santos/index.php
"January 2, 2015","Medellín de Bravo, Veracruz, Mexico",José Moisés Sánchez Cerezo,La Unión,Murder,https://cpj.org/data/people/jose-moises-sanchez-cerezo/index.php
"June 11, 2013","Nova Iguaçu, Brazil",José Roberto Ornelas de Lemos,Jornal Hora H,Murder,https://cpj.org/data/people/jose-roberto-ornelas-de-lemos/index.php
"June 16, 2010","Baccara, Philippines",Joselito Agustin,DZJC,Murder,https://cpj.org/data/people/joselito-agustin/index.php
"March 1, 2010","Tegucigalpa, Honduras",Joseph Hernández Ochoa,TV Channel 51,Murder,https://cpj.org/data/people/joseph-hernandez-ochoa/index.php
"September 6, 2003","Davao City, Philippines","Juan ""Jun"" Pala",DXGO Radio,Murder,https://cpj.org/data/people/juan-jun-pala/index.php
"October 31, 2000","Sevilla, Colombia",Juan Camilo Restrepo Guerra,Radio Galaxia Estéreo,Murder,https://cpj.org/data/people/juan-camilo-restrepo-guerra/index.php
"August 22, 2003","Puerto Caicedo, Colombia",Juan Carlos Benavides Arévalo,Manantial Estéreo,Crossfire,https://cpj.org/data/people/juan-carlos-benavides-arevalo/index.php
"July 29, 2001","Catavi, Bolivia",Juan Carlos Encinas,Freelancer,Dangerous Assignment,https://cpj.org/data/people/juan-carlos-encinas/index.php
"July 2, 1995","an area near Santo Domingo, Dominican Republic",Juan Carlos Vásquez,Ultima Hora,Murder,https://cpj.org/data/people/juan-carlos-vasquez/index.php
"September 14, 2004","Azua, Dominican Republic",Juan Emilio Andújar Matos,Radio Azua and Listín Diario,Murder,https://cpj.org/data/people/juan-emilio-andujar-matos/index.php
April 10-April 12 2018,Colombia,Juan Javier Ortega Reyes,El Comercio,Murder,https://cpj.org/data/people/juan-javier-ortega-reyes/index.php
"April 7, 2003","outside Baghdad, Iraq",Julio Anguita Parrado,El Mundo,Crossfire,https://cpj.org/data/people/julio-anguita-parrado/index.php
"April 19, 2005","Quito, Ecuador",Julio Augusto García Romero,La Bocina and Punto de Vista,Dangerous Assignment,https://cpj.org/data/people/julio-augusto-garcia-romero/index.php
"February 24, 2000","Baltasar Brum, Uruguay",Julio César Da Rosa,Radio del Centro,Murder,https://cpj.org/data/people/julio-cesar-da-rosa/index.php
"November 19, 2001","Nangarhar Province, Afghanistan",Julio Fuentes,El Mundo,Murder,https://cpj.org/data/people/julio-fuentes/index.php
"January 11, 2005","Cúcuta, Colombia",Julio Hernando Palacios Sánchez,Radio Lemas,Murder,https://cpj.org/data/people/julio-hernando-palacios-sanchez/index.php
"June 11, 2011","Powai, India",Jyotirmoy Dey,Midday,Murder,https://cpj.org/data/people/jyotirmoy-dey/index.php
"August 22, 2004","Manikcchari , Bangladesh",Kamal Hossain,Ajker Kagoj,Murder,https://cpj.org/data/people/kamal-hossain/index.php
"March 26, 2006","Baghdad, Iraq",Kamal Manahi Anbar,freelance,Crossfire,https://cpj.org/data/people/kamal-manahi-anbar/index.php
"March 19, 2018","Afrin, Syria",Kamel abu al-Walid,Jarabulus Media Office,Crossfire,https://cpj.org/data/people/kamel-abu-al-walid/index.php
"October 14, 2004","Mosul, Iraq",Karam Hussein,European Pressphoto Agency,Murder,https://cpj.org/data/people/karam-hussein/index.php
"December 29, 2017","Umm Haratin, Syria",Karam Kabishou,Sama TV,Crossfire,https://cpj.org/data/people/karam-kabishou/index.php
"October 7, 2006","Baghlan, Afghanistan",Karen Fischer,freelance,Murder,https://cpj.org/data/people/karen-fischer/index.php
"April 12, 2011","Manama, Bahrain",Karim Fakhrawi,Al-Wasat,Dangerous Assignment,https://cpj.org/data/people/karim-fakhrawi/index.php
"January 10, 1993","Sarajevo, Bosnia",Karmela Sojanovic,Oslobodjenje,Murder,https://cpj.org/data/people/karmela-sojanovic/index.php
"February 13, 2016","Sultanpur, Uttar Pradesh, India",Karun Misra,Jansandesh Times,Murder,https://cpj.org/data/people/karun-misra/index.php
"May 2, 2001","Viset Chaichan, Thailand",Kaset Puengpak,Thai Rath,Murder,https://cpj.org/data/people/kaset-puengpak/index.php
"February 9, 2005","Mogadishu, Somalia",Kate Peyton,BBC,Murder,https://cpj.org/data/people/kate-peyton/index.php
"April 2, 2003","Kifri, Iraq",Kaveh Golestan,freelance,Crossfire,https://cpj.org/data/people/kaveh-golestan/index.php
"December 5, 2013","Kalar, Sulaymaniyah, Iraq",Kawa Garmyane,"Rayel, Awene",Murder,https://cpj.org/data/people/kawa-garmyane/index.php
"December 5, 2012","Nalchik, Russia",Kazbek Gekkiyev,VGTRK,Murder,https://cpj.org/data/people/kazbek-gekkiyev/index.php
"February 25, 1993","Kulunce Village, Turkey",Kemal Kilic,Ozgur Gundem,Murder,https://cpj.org/data/people/kemal-kilic/index.php
"April 18, 1994","Thokoza, South Africa",Ken Oosterbroek,The Star,Crossfire,https://cpj.org/data/people/ken-oosterbroek/index.php
January 2015,"Unknown, Syria",Kenji Goto,Freelance,Murder,https://cpj.org/data/people/kenji-goto/index.php
